Image	Piece	Links	Code 1	Code 2	Code 3	Code 4	Code 5	Code 6
	Clover	3,6	SBBSHSD	SCHBCBC	BHCCHPT	PBSBPHC	BSBHPTS	HHPCCTT
	Blank	2,5	SBCDPSD	SDCHPBC	SSCPDTT	CBPSCHB	SBTCSDH	PPDBBTD
	Plus	4	SBDCCTD	HBCDSDP	HSTDSTD	BTCCHDS	HHDTHTT	BTTBTCS
	Clover	3,6	SBDCTHC	PCHTCSS	BTBSBST	SSBDDCT	PSSSHSB	TDCHPPC
	Blank	1,2,3,6	SBDPBTC	SDBHTHT	HBSTDHH	CCBBHPP	THSBDBT	HBBPCST
	Blank	2	SBHDDCT	BSPPCPT	DBSBSSS	BBCBHTC	TDPBHTS	HSCTSTP
	Blank	1,3,5,6	SBSPDPT	HSDBCCC	HPDDSHH	BSTCPCB	DPPTSBD	HSTTCHD
	Blank	1,2,3,5	SCBBPHC	CCHTPCS	DDCTSPB	TSBPCPT	SPTPDTB	HTDBSSC
	Blank	5	SCBBTHT	BDTCCCB	PTCTBTS	SSHTCBP	CSPPTBB	BPCSHDH
	Hex	5	SCBTDSD	HHPTPHP	SBBTBCT	SDTDHSC	BTHPHBD	PBPHHSS
	Snake	4	SCCCBPD	TPHSDPP	BDBCCCT	PSCCBTH	CTTPDDC	PBDHDCS
	Blank	3,5	SCCHPSS	HPCDPSD	BSTBTHT	BDDCCPC	SDPDTCP	BSPTHPP
	Blank	1	SCHCCSB	SDBCDHB	SDPTSSC	STCSCBH	TSCCSBC	CPCHHPB
	Blank	6	SCPHPDD	TTTDTPC	BBDHPSD	PSDSTTD	PTSDBTC	DDSCBSC
	Blank	1	SCSHDTH	BDCSDCP	CSTHTHS	TPBHHSD	BDBHHDT	DTHPSTH
	Blank	2,3,5	SCTHBSB	SHCSSPB	SCBSHSC	CBHDTHS	STTPCBT	TSPPDBT
	Blank	5	SDBHDHH	SSSBBCD	DBSHCSH	CSBCBPB	SSPDBPS	TPPSSTP
	Blank	4,6	SDBSCSD	BBBBBBB	BBBBBBB	TSPPCDH	DTTPHCT	HHSCBDB
	Blank	2,5	SDDTTPT	CDHSCTP	CSSBPTB	BCCPSBH	DSTTBHB	PDDCCSC
	Blank	4,6	SDHBBBB	BBBSHBP	SPDTBPB	HDCCSTD	CDDSHHH	BBSBTPP
	Blank	3	SDPBCTH	HPPDDCC	BCBPBHH	HDCSCSP	BPTSPPS	DSCTPBD
	Blank	5	SDSCPSP	CCCDBCS	SBBDCTD	BHPBDSS	BSPHSSB	TPPBTCH
	Plus	1,4	SDSHDSD	CBPCHTD	HBTCSDP	PTPCDDC	PSTSBBH	TPBDTDT
	Blank	1,3,4,5	SHCBCCT	PCSHCBT	DBCDPBD	PDCHBTH	SBCPCBP	SCCCPBS
	Blank	1,2,5	SHPPDHP	SCCTTHB	SHHPCSD	HCSTHSH	BPCCTCT	CDCCDSB
	Blank	6	SHPSDBC	CCBTTPS	BPTBDPH	BTBCBCC	TDBDBTB	HHHBBPB
	Blank	4,6	SHSBCCB	CBSSBHB	SSDDSDD	BBBBBTS	CBPPSCC	SBDBCDS
	Blank	5	SHTBDHD	PBBPCDS	CDHPCPS	PPSSSTD	TBCBDPP	CPDDPDP
	Blank	5	SPBTBPH	CCCHHHD	SHDDPTD	CDPCPDC	TPHCDDB	HCSDSCD
	Blank	2,3,6	SPCCSDP	CTDSCPH	BBSTHDS	HTCSCHC	BPSTSTS	SDTBCTT
	Blank	4,5	SPDPBDS	DSPDDCC	DDCBCCD	HHBCCBB	BBPHTPB	SPBPTSB
	Blank	3,6	SPHCSPD	CCPCTTT	THBCBBS	BCDDCHP	CDBPDBP	BDHBBPS
	Hex	3,6	SPHHDSS	PBBHDBC	TBSSDTS	CCBCCDD	BSPSTBB	STTPTDT
	Blank	1,2	SPHPSDS	PHSSCSB	HDDBCCS	TCHCTBT	SHHBSPT	BBCSPTP
	Blank	3,5	SPHSSDB	CHSCHDT	PPPTSBP	PPTPPBT	PSSSHBB	BHSHDDD
	Blank	3,5	SPPDSHH	PPCSCSS	DSBTCPP	DCSHHPT	SCDBPSH	HSTCCDC
	Blank	5	SPPTCDS	DHTHDCD	PHBTSDS	CBDSHHD	BTHDDST	DPCTCBP
	Blank	3,5,6	SPTDCPT	TBTHDDD	BCTCHCS	HSTHBDD	PTHDCBB	CBCPBDP
	Blank	3,5	SSBCCHC	SHDCPSP	TCHDBHD	HTTPCBP	BSTPHCC	TPCTCBT
	Blank	1,4,6	SSBCPST	PTHBCDT	TBBHTSB	PCCBSBC	CCHDPTT	HDSDTTB
	Blank	2,3,4,5,6	SSCDPBC	PHTCDCD	PSCDPSD	DHDBSCP	CHBSTTD	CPTBHBT
	Blank	3,4,6	SSCPBBP	SSBHDCH	SBTTBBD	PCSPCHH	BPCDDSH	SHPBCTT
	Blank	2,3,4	SSPTBCB	TBSSPCH	PCCPCCT	CPHPCTD	DTTTSCS	CDSCCPH
	Plus	5	SSSBCSB	BCTSCTS	HTTPSPH	DTCTPHS	HDDCBPH	THBPDPH
	Snake	1,3,4,5	STTHHBS	TSPBHHD	BDBTHSD	TBTCHDS	DPHPTBS	HBBHBDB
	Hex	1,4	TBCHTSP	CCPHTHC	CSTHTSP	BHBDTHD	TDBTTHT	PPDTPHB
	Blank	2,4	TBDTCCH	HPCBBDC	TDCHTBS	BPTCSBP	HHHTSBP	CBHHBBD
	Blank	2,4,6	TBPSSSD	CDPCSBB	DDPHHTH	SDHTPSS	CCBHDBT	SBSCHBH
	Blank	1,3	TBSSPBH	SDHTHPC	PPHSSHC	BSTPHBD	CDDHBBT	SPTSHBS
	Blank	2,5	TBTDHSD	BBTTSDT	DCPHSCH	CPBBPSH	PHBDBBB	TTHTPHH
	Hex	2,5	TCBTSPC	SBTSPHC	SCBDDBS	TDSSDPP	PDTSDTC	BHDSBBT
	Hex	2	TCCHBTD	DDHCTCC	BHSCPHB	BDHHDHT	DHDTPCP	TSHTBBH
	Blank	2	TCSBCPS	PHTDBPP	BHHTCSD	TCCHBTD	PSDTTDS	PTCHDHB
	Blank	2,3	TCSCBCB	BTHPHBD	CBBHHPD	SBDHPDC	HBHDTST	BCSSCHH
	Blank	4	TDBDHHS	PSDDDSD	SBHBTCD	HSPDDCC	CHPHCDC	CPDBSCB
	Blank	6	TDDPTBC	SSCDDHC	TTSPSCH	BDDCBCC	BBCTPPH	THTBTBC
	Blank	3,5	TDHDBSH	HCHBBTD	CTBBPCS	HPDSHTP	DSTPSCT	DPHCBHB
	Blank	2,5	TDTTTHT	CHHBDSH	SCBSPBP	BBHCPBC	PCBDSPS	BHPPCPS
	Blank	2,4	THCHSST	HHPSBTH	CPCPBCD	HBPCSTD	BBBBBBB	BBBBBBB
	Blank	2	THHDTHH	HSHPPCC	BSBBSCT	PTCTTHS	TBHBTDC	STPPPTP
	Blank	1,4,5	TPCCPCD	DBDTCTT	DDPTHBT	BSCSCCD	PHTDBPP	PPSSBSD
	Blank	6	TPCTSDS	THTHBTP	BHDPTSP	CPSBSDH	HPTPTDD	STCPBSC
	Diamond	1,3,4,5	TPDTTHT	PTCPPSB	PPTDPSS	HTPSSPD	PTCHDSD	CDSDSPS
	Blank	2,3,5	TPHHCPP	HTTSSCH	DTTTCSB	HBHSDBS	TCTDSHP	SPBCDSH
	Blank	1,2,5	TPPPTSP	HTPHBBB	BDCSCBP	CCDCHDP	SDBHTHT	CTDHDBH
	Blank	2,6	TPSDDTT	TSPSHCP	SBSBSHH	PDSBDDT	HSSDDCS	HPCHHBS
	Snake	5	TPSTHBC	TTCPPDB	BSDBCPD	PPTBSDB	CTBCSCB	PHPSPCP
	Blank	5	TPTDCDP	TBPBDTD	BPPCDBT	THSSBSH	DDPHPSP	SSPTBBB
	Blank	3,5	TPTSBCD	DPHCPHH	PSDHCSS	DHTSCHB	DBSPDPT	TDPDTPS
	Blank	6	TSDDBPP	SSDHHDB	DSCPHDB	PBHCSSB	CTTHDBB	PTCDHTT
	Blank	1,3,6	TSTBHBP	HHDSHDB	CDCCDPD	CSPDPHT	BHBHTCS	CBCSTCB
	Blank	1	TSTSSSC	CHDSBBD	BHTHTTB	HPTDPCT	BBBBBBB	BBBBBBB
	Blank	3,5	TTCSSSH	DPTBBBB	THHBDDD	DBSDHCD	BPHSBBP	HCHHPCP
	Blank	4,6	TTDBPCS	BDCDHBC	DTPTPDC	DHBTSPB	HBHDTSP	SPBSSBC
	Blank	3,5	TTDCHDS	TSDPDCP	HTBHBTD	HHBCCST	TDDTDBT	DSBPDPS
	Blank	5	TTHHBPB	DCHBHDD	HTDTCCS	BSSCPSP	BDSBCPT	CCDDTTT
	Blank	5	TTHTBDC	HTPTTTD	BCBSHDP	PTPPBSH	HTHSHCD	PBTBTTT
	Blank	2,5	TTPBHSP	PDDBHPP	TDHSTPT	BDSBDSH	HHPPDTD	BBHBDCD
	Blank	2,4,5,6	TTPPPSS	CHDDCDS	CTBPTST	CDHHBDB	DTBTBDC	BCSTBCS
	Blank	2,4,5,6	TTPTTHH	PCTCPCP	TPTSBTC	THBTPHD	SBSHDHT	DPTPTDH
	Blank	2,3	TTSSHSC	DDDDHDD	TDCCSDH	TPBDSBS	DBDPSTS	DTDDPTB
	Blank	1,2,5,6	TCHDDTD	HDSBSTP	TCPSBCT	DSSPPDP	DDBSTTH	TPHCTST
	Blank	2	CSBSBBT	BPPSDCD	HHCPHHH	DPCTCPT	DHTPDBT	DTHTHPH
	Blank	3,6	HHHSCSB	THTPTPB	TDBCDDH	CDTTCCS	CHBDTPC	BDHTTTP
	Blank	2,3,5	STSCCDH	HDHBSDD	CBCSCSS	HCSDTBC	STHTPDS	DDPBSPH
	Blank	2,3,6	TDBTPBD	TDDHPDP	CCPBSHT	CPDTCDT	PDCTBCH	SSBCSST
	Diamond	2,5,6	CTTCDHS	SSSBCSD	PBPCSPS	TBHHDDH	HCCSBHT	SDTDHSC
	Snake	2,3,5	PBDCHBT	TCDHDDB	BTSTSCH	CDDBSBB	CSPBSCP	DSBCHCH
	Blank	2,5,6	SHBSHHT	PBSBTTS	DBCPDHP	BCSHPST	BTPPDCH	BSPSHHH
	Blank	1,2,3,4,5,6	TPCHSTS	HBDDDTD	PBBDCPT	HTSSPCH	SPHCCSS	BPSDBHB
	Blank	1,3,4	STPTBPB	DSHPTTP	CPTPPDP	BPHDBTP	CTSPHPT	DDPPTBP
	Plus	4,6	TSCCSPT	SBDHPHD	SHSDPPS	DTBPHPH	PSHBTSB	STCSDSS
	Blank	2,3,6	HSHTPDH	SCPCDSH	PBCDCCC	DBCBCBD	SHHHSPP	CBCSCSS
	Blank	4	DTCDHPP	DBHCDCB	SDSBHDC	DBBDTCB	BBHBSTB	BDTHBST
	Plus	3,5	TCTSBTS	DCBTPST	HPHCSPC	HHTSHBP	BTPHHHH	PCSBTST
	Blank	1,6	SBHDCSS	BBDBCCC	BBBBBBB	BBBBBBB	BBBBBBB	PSTSCDS
	Blank	3,6	HHPTPSC	HHSBDBD	DTPDTCD	SSCBDHH	TDTBCHT	BHCCHPT
	Blank	2,5,6	THDDSTD	HPHHSHH	BSBPTBH	BTBTPCD	PBTBCTD	PSPSHCT
	Blank	3	TPPBDSC	BHHTCSC	BPDTHSS	PTSSCHB	BTCSHTH	HSTTCTD
	Blank	2,3	TBSCCDH	DHBTTHC	DPTBPCD	CHHTHCC	HDHCDHD	BDBSDDB
	Blank	1,3,6	PSBDDSS	SPDDBDT	CSHCCCB	BSPTHDB	PSHCSCC	SDDBPBS
	Blank	2,3,5	HHDSBPD	BSDHBPD	TSCSDPP	PPDDSHP	TSDPDTT	BPBPHDH
	Blank	2,4	TSPSCPC	CDPBDHC	HDBHBSP	TBPTCTS	CSSSCBC	SHCBSDD
	Blank	2,4,5	THHDPPH	CTPSSBH	PBTHPSB	HSPPTDT	DTDHPST	TBSHHHS
	Blank	3,6	DCBHDHS	DTPPHHD	DTPSHSC	BPHPBDH	DSSSCDD	BPTDBSS
	Blank	2,4	TPSSCHD	DCTHPBH	SBDHDBH	STTHCSD	DDHTCPP	TCBDTBS
	Blank	2,5,6	PBBSCPB	SCSDCDS	STBTCHS	TTSSHSC	DSCCCPB	CCHSBCD
	Blank	2,5	HTPSCTC	DBPCPBB	HHBTPPC	HHPDHBS	PSDBPDB	DBDBSSC
	Blank	5	TSBDBHS	PHDHTDH	SDCCBCC	BPPCSHC	TDPDCTC	TTBTTCP
	Blank	3,6	SHSHCDP	SDSBTHD	BSPBCHB	DDSSSTB	TCSBCPT	BTHHPST
	Blank	1,3,5	TCBHCST	BSDTDST	DHDCBSS	PPPHPSB	HTCDPST	PCBBBDB
	Blank	2,6	CPDDPBC	SDSDHDS	HTSBPCH	HHPHTBB	CDBDHHB	BPHBTTP
	Blank	3	PTTTCSC	CTTDSDP	HPHHDTB	CSBPBDS	DPTDHTP	DCSCDDS
	Blank	4,6	DTCCCTT	SSCHSDH	BPCBDBH	PSTHHHB	CSPHHST	TBBSCPC
	Blank	1	TCSSSHB	PPDCCTT	DCHCTPS	TSTCCSP	CPCSSBB	BPHDTHS
	Clover	4	TTCSBSC	STBHCSP	THTTPCD	PDDTHSC	DHSSDPP	SDSHCSH
	Blank	6	PBDDDHP	PBSTPSH	CPDBSCB	BSBTSBB	BSDTCHS	BDSHCTC
	Blank	1,5	HDSCBDB	SDBDBTS	BTSHTTP	DCBTHST	CPTDHPD	SSHBCDB
	Diamond	1,4	SHBPCBP	CHDHDSS	HBDDHTP	TCDTBSH	BBBBBBB	BBBBBBB
	Blank	5	BBBBBBB	DSTDCPS	CPHHCDH	HBTDTPC	TPPSDHB	BHSHDBP
	Plus	1	CPHCSSP	CHCCDBC	BDTHBST	DBPDPSD	DPBCPCD	SCTCDHS
	Blank	6	STPCTSP	SDHCTSP	PHPDCHP	TCDHBTP	TSCTBDP	TDDTCPT
	Blank	5,6	HHCPSPB	CPCDCTS	HPHBDCH	PBBPPDP	DTBSTCC	TBCDBTB
	Snake	1,2,3,4,5,6	SHSCTDT	SSBPCBC	HSDSPDB	CCSTPBP	SPPDDBH	BSCBDBH
	Blank	2,4	TPPHBDH	SSSCSCH	DPBCHSS	HTPSTTS	TTPPPCB	PBTHPDS
	Blank	3,6	SSDBBDB	SPPBCSP	PSPDCTB	TBSBCCS	DDSSSHD	TPTBBDD
	Blank	2,6	TCSTBPS	DHDPTBB	DSSPCSB	PHDDSTH	SSCDDHC	TCDSSPD
	Blank	2,5	TCCDPHT	HBDPDCC	BHSTDHP	HHCDSBP	DHSBCDS	HCDTDSD
	Blank	3,6	BTTHPHC	DBPTCTT	CCBPTCP	CHBPHDC	HBBTPHT	TDPPHHH
	Blank	2,4,6	TCHBBPT	SBSDTBD	CHCSHTT	CHDPPCP	STBTBTP	CSTSTBS
	Blank	1,2,5	CPDSDTH	BBSBHSP	CTSCBTT	PDCHPPH	PSPTSCS	TBCSCCD
	Blank	3	CPPTSBS	BSTCTDH	HTDDCPD	DPTDBTH	SCDPSDC	PSBTSDB
	Blank	2,3,6	CPSSCHH	DCSCPDS	SPTPBHC	PHHTTHH	DCSDSBT	HDTDCBP
	Blank	2,5	DBTHHBB	CHDSPTP	SCHBSCB	SPHSSDB	PSTTPTP	SSCTHSP
	Blank	3	DPBSHBT	PHHBSDH	DSCCTCT	SCBSDCD	SBSDHTD	HSDCPDH
	Blank	2	HHPPBSB	BBTPPHT	TTTTHPT	HDDPTDS	CCHCDTP	SDDPTHT
	Snake	2	HHTSHBP	TPSTBDD	PTDHPBB	PPCBCSB	BTPDCCP	DHTPDTT
	Blank	2,4,6	SHPPCHH	BCHDHDC	BBHDCHC	CSDSBST	PBHPHTC	HHSDHBH
	Blank	5	SPBPHTH	BTCHCSB	BHDHPTB	BBBHDTD	TTSCBTD	HDBPHHC
	Blank	2,5	SSDSBBP	TTCPSHS	PDTCHTP	PDPCPSS	TTPPDPD	HCPHTSH
	Blank	3,6	SSTTDBP	BPBSCTP	DBCSDTT	THTDCTC	BTCCSST	HSBTBPC
	Blank	2	TBDDDDT	DSHSBDD	PPCTSBP	CCHPDHB	CHDHCTT	TPHTSHB
	Blank	1	TCDHDTH	HBBDBTB	HBSCPDT	BPHHDTD	PCDPHTT	TDDSDTD
	Blank	4	TSBTCTS	CBPPSCC	PTDHPCH	DTSBCPT	SHBDTTT	CPDSSDH
	Plus	3,5,6	PPDDBCS	BHTCPDC	STPTTHH	TDPDTPC	CBHDBDH	SDTCTSB
	Blank	2,4	PHPCSDD	PSHDHPH	PDDSHTC	DDTDDPP	SCDSCTT	DHHHBHS
	Blank	2	HPHPDBP	HTPSDPH	STDTTTD	PHDHBHD	BBBBBBB	BBBBBBB
	Blank	1,5	HBCCHBP	DSPSSSP	BCHHSPH	DPTDBBB	SDDDSSD	PSSBCPH
	Blank	1,3	DHHPDBC	TBCTSHC	DTPDHSD	PDDPCTC	HPHPPDB	CSDHPPH
	Blank	2,3,6	HHCCDPT	TDCSHHT	SPDTSHC	PDPCBDH	DCHSSHH	HSTTTTB
	Blank	2,6	HSHPHPC	DDHHPBH	TPBSHTD	HHDBPTP	STBCHCT	BBHDTHD
	Blank	1	PTDHPDT	PPDHBBT	CCCCCCB	HHPDBSH	SBBTHCC	BPCTSSP
	Blank	2,4,6	DSTDSHH	PDSSTTB	SBDTSDT	BCSSSDD	HPTTPTS	BPDPSCS
	Blank	3,6	BCSBPPB	DPHHTST	PHSBPSS	TPBPHPB	SPBSHBD	TCDSDHP
	Blank	1,2,3,6	HHSHHPT	DDBHTDB	STHCSCC	DPCBHBS	CCCDBCS	PSCPCDH
	Blank	2	SBBPCSB	PPBTBHT	HDSBPTT	CBBPPPH	PCSSHSC	DCPHDCH
	Blank	5	THCPDBS	SDDPHTD	PSDBDPP	SCCCDSD	SCBCCCP	TPHSTPH
	Blank	1,2,5	TBCHHCH	BPHSCCT	SCHCCDD	DBPBTBC	DHHCHTD	TPCHSSC
	Blank	2,6	DBCSCTP	PBSHDPT	CHDHBDH	TPSSHPB	TPTBDBS	BBBHCCC
	Blank	3,6	SBCPHSD	HDBDSDD	PHTBTTH	CHHHHBD	HHBBSBP	TTSHCTD
	Blank	2,3	HCHHTBS	DBDBCCP	HPHTTCT	PHTBTSH	SHTBHCB	TCBHPDT
	Blank	2	TPPCSBC	DSHHTHS	BPHSDTB	TTSHTHT	BBDCSSS	SBSBSHH
	Blank	2,4	TCDTCSB	HDCBDHS	HTBCBCB	SSBCHHH	PTHHPCS	SSTCPPC
	Blank	2,6	PDBCHDD	HDTPSSC	DPCHPDD	PCDDHDP	BSDSHPB	TTDDSSH
	Diamond	2,5	DDCDCCT	TSDPPBP	HBHTDDH	DTDHDCP	SPBHHSB	CSBBCDT
	Blank	3	BBBBBBB	BBBBBBB	SSTHDBT	CSDBPSD	CPSSCPC	BBBBBBB
	Plus	2,6	BBBBBBB	TDBSCPP	DBHPBPD	BBDTHPH	SDDPSHP	BCSPSCB
	Blank	1,3	BBCCHHC	SPDPHDT	SDSTTPP	HBCCSPH	DTHSHTS	HHHCCHS
	Blank	3,5	BBDHPCS	STPDCTS	PTHHCSP	CHDSCCT	TBHDSPB	HPCCHCB
	Clover	4	BBDHTBC	PPDHPBD	TSCCCHD	BCHPPCT	BCSBCPB	TBCDTSH
	Blank	3	BBDSSPH	PTBSHDD	HSBTBPC	HCPTDHP	BTDHTDS	CCSPBCD
	Blank	3,5	BBHCTTH	TTCTTSS	SDDDSSD	DPCBSSH	TDTCSCH	CBDCTBT
	Blank	6	BBHPSSH	DCHDTTD	PTSBSDC	CHDCHTD	CSHTDTP	DSTTDBC
	Blank	5,6	BBPPDPB	BBPSSHD	SBCTSST	SCSBSPB	DTTBPST	SCHHDTS
	Clover	2,3,5	BBSHBDC	PPTHSCD	PDPHCSC	SHSHCDP	CBCHCDH	CDDCPBD
	Blank	2,5	BBTSTHB	DSHHTBC	STDSCSP	CSPBHPT	SSTDTDB	BSSPPPP
	Blank	1,2,5	BBTTDTH	HHCSBST	TTBCPTT	HHSHBPB	DPCHBDT	SHPHHPC
	Blank	1	BCBSPCD	BDDDBCT	CBDHTBP	HHBTTCB	STHCSTT	BDDTBCD
	Blank	4	BCBTPTS	PHDSHHP	TCPDBSP	HBCTCDP	CHPDCDC	DTDTDDP
	Blank	2,6	BCCBHDC	HDSSBCP	DDSTPCP	BSHPDBT	BPPSDHS	CCCDCCS
	Plus	5	BCCBPBD	BPSBPCP	SPBCBCC	PHDSHSD	DCTSTCH	HCHDTBT
	Blank	1	BCCPPPS	TTHSHPS	BBDCSTH	DHDHSDT	PPBSCTT	PCPDSSS
	Blank	2,3,4,5	BCCPTPT	DTHSCCT	HBBPCBD	SSHPSHT	PPBTBHT	CBDCBHH
	Blank	3	BCHHPSP	TPPPPSB	PSCPCDH	SDSCPSP	PHSCCPS	SBSBDTS
	Blank	3,6	BCPPPDD	BBSBHSS	HPSTPSS	BTSHPTP	TCTSPBS	SPTPBHC
	Blank	5	BCPSTSP	DCPCHCS	PHPSSSP	PPSHSTT	TSBDPHB	SDCHBPD
	Blank	3,6	BCTTBHD	BSBBPBD	PCHSHBB	SHDDBST	THHDDTS	DBSCHTB
	Snake	1	BDBCTSC	PTCBTSC	CTPDPTD	CTSDHPP	CBSDHHB	CPPSBSC
	Diamond	3	BDCSHPB	HPHCDBC	PDTSCDD	BPDDDPS	TSCHHBD	DCDBSTD
	Blank	4,6	BDDCBCC	PHCBPCD	BDDCBBD	HTTHDSB	SPCDSTC	CDSDBPT
	Blank	5	BDDHBHS	SHBTHSD	CPCSDSP	BSHCDTC	HCSBTSP	BSDHHHP
	Blank	3,4,6	BDHTBPD	HSPHCCC	SBTHHHP	PTSSDHH	BTDHCHD	CSHDHHB
	Blank	2,5	BDPPHHT	THTSCBH	BCHBDHC	SHBSBBT	DSPHPPC	BDSHBHT
	Blank	5,6	BDSBDSH	DSCTBDD	HHDBBDH	SPTPTCH	CHHTDBD	DDTSBBP
	Blank	1,2	BDSBSHH	DSTPSCT	HSBTBDD	DPBHHHH	TTSPTHS	PCBHCHT
	Blank	2,5	BDTHCDD	PHCCTHS	TBPBBBP	TTSCCBS	PPBPTCD	TTTPHCC
	Clover	5	BDTHHCH	BBCSPHS	PDDSHTC	PBTDPPS	HTTHBBT	DDBDCTP
	Blank	1,2,5,6	BHBHPCB	CHSDHHP	BHPPCPS	CDSDTDP	SSSDCDC	CHDDBPP
	Plus	3	BHBHSTB	CBTCDST	CDHDBBD	CDBDTSS	DBBBDHC	CHCDSCD
	Snake	1,4	BHBSDSB	BBHBPHB	SCHBCSP	DTBBHHC	CCCDSBB	BCDDPPS
	Clover	5	BHDBBCT	BDDTTSC	BDDDBSD	BDTHCDD	THDSHBC	HBBHBCH
	Hex	6	BHDBTPC	SPCSHBT	CCPSDPT	HHHBPHD	BBTPTHC	TCBHSST
	Blank	1,2,3,5,6	BHHBDPD	PCDCHBT	CPDDDHH	TSCHTDB	CCCHHBC	BSDSPHP
	Blank	2,5	BHHCSCB	THSBSBP	BHBTTTS	PSSTBTS	CPHCHPB	CPTCHPS
	Blank	2,3,6	BHPBDSS	CSSSBDD	SDTBSPC	DCSTPCB	SSBDSCC	DCTTDBT
	Blank	2,5	BHPCHTC	BTPSCCS	HBHHSBB	PDCBHTD	PPBDHDB	SCDBTCT
	Blank	3,5	BHSCPCB	CTDHCBB	HPSHDTC	BHTCSDD	TBDTHPB	PHPTSPH
	Blank	6	BHSDBPD	THBCTPS	SPDCCSD	BDSBHCB	TBTTBCD	TTDDTPS
	Blank	1,2,4	BHSHCCP	CSDHTCT	CPHCSCH	TPCHHHD	TPHBBDC	SDBCSTC
	Blank	3,6	BPBSSHS	DDHCDSS	SBTDBPT	DSHTSDP	HTBPHCC	TDDSCBC
	Blank	3	BPCCDSS	DSBPDBP	HPCHHBS	SSHBHPS	CHCTPDB	DBSCCBH
	Blank	3,6	BPCSHBC	DBDPSTS	TBCHHTD	CHBTDBD	CHTSBDT	PPCCTCT
	Blank	3,5	BPDBHTT	PBDPPHS	SBSCDCP	SCCTPSB	TCDCCTH	HBCDHHT
	Blank	6	BPHSHHP	CHTTSDS	DTHTDCT	SDDSDTH	CDSHBCP	SCHSTCT
	Clover	2,6	BPPBTDT	BBBDTHC	BPHCHTD	BPSSTPT	HPSPTBH	TPPHPCB
	Diamond	3	BPPTHHT	CBDCPBS	CHPDHTB	CHCHDDC	TTHSTHD	BBCPDDD
	Blank	3	BPPTTPB	SPCPHTP	BCTDHSP	DCCDBCP	BPHSTSS	SHCBCTH
	Clover	2,3,5	BPSBCCH	HHDHDTT	SPPDDTP	SPSPTBT	SPBBPTD	SSHHTDD
	Hex	6	BSBHPHH	HSPTDTC	DSBHDST	SCPHPDD	SSDTTSC	CCCPBTH
	Blank	2,3	BSCHBBT	CDPSPHB	STTPTDT	CCPDCTS	CTHPDST	BHBDPHB
	Blank	1	BSDSBST	BCHPBBB	THTBTHH	DPPCPCT	THHHPTC	HSSBDBH
	Blank	1,2,4,6	BSPPSCS	CBPHDTD	DDSDTHD	PBTBCPS	HSHPBSH	PPPHBCS
	Blank	4,6	BSPPTHT	SSDTPHC	PCPHHBC	BSPPSCS	SDTCTCT	SHCDSPT
	Blank	3	BSSHBBC	BHTHDHD	TSSTDBH	DDBSTCC	CBBSDPC	DTSTDDH
	Blank	2,5	BSTDCPH	CDHTPHH	BPHHHTH	HCCPBDD	HTBSBST	CTTCBBD
	Blank	4,6	BSTPHDP	SBPTHSC	BCSSDDS	SSSTPBH	TBPPDDT	PTDPHTS
	Blank	1	BTDHPTC	SHSSHHH	CCHPDDT	PBBCTHC	BHTHCSP	TBSDPTC
	Blank	2,6	BTDSDTC	DDBTSHB	BBBBBBB	BBBBBBB	BBBBBBB	HCTPHPD
	Blank	3,6	BTHHCTT	CBTSTCS	CBCPBDP	SCSPCSS	TCTDTHP	DTCTCCP
	Blank	2,4,6	BTHSCBP	CPTDHPD	HPSPBBT	DBPTBDP	TTHBSSS	STBPTTS
	Blank	2,3,5	BTHTTPP	HDPSPBS	SBBBCCB	TTHTHCB	BTTCSDB	DTPTTTD
	Blank	2,3,5	BTPPCPT	PDCPTHH	HCPCBHP	HDPPHPD	BHPTHSC	BHHHCBC
	Blank	2,6	BTPSSPT	HBPBTSP	SSDHSPP	SBDBTSP	HPCPPDC	TTSPSSH
	Blank	1,3,6	BTSBSCC	HDTTBDT	SCSPCTC	HCBDHPH	SSCBCTS	BHDSDTC
	Blank	2	BTSHCDD	PHBDBBB	DTCSSTC	PSCCTPD	SDCSSDS	SDHDDDD
	Blank	2,5	BTSHPTP	DCCBCHC	CCDDSST	THCHTHS	BBDCSPS	DHPHBPS
	Blank	1	CBBBHSP	PTSCDDP	HTCCPPP	TTBSSCC	HTSDCHC	DTPHCCB
	Blank	1,2,4	CBCBTHD	STBTTPD	PHPTSPH	HBSDHBS	BBBBBBB	BBBBBBB
	Blank	6	CBCPDPT	CCHTPSH	CPBSTDS	HPDHBPP	SHCPBBT	HHBDTDH
	Blank	3,6	CBCTDHT	CBDSBHT	DPHTCCB	TBTSDDS	HTPTTTD	BCHCDTT
	Diamond	2,5	CBDHCSD	SBDBSDC	PBSCTCS	PSTCBCH	TTDBPTC	HTBSTCS
	Clover	3	CBHHSST	PTDPBCP	TSHCTSH	SPDSPTH	SCCTDSH	BCDPSST
	Blank	1,5	CBHTTDS	BHDTPDS	HTHDDBH	TBSBCSC	DTDBPCB	BSBDDPS
	Blank	3	CBSDBSH	TDDCHTP	STSCHDT	DBPCTBP	PTHSDTH	BPDDTPB
	Blank	2,3	CBTBBTH	HHPPPSS	HTDDTCC	HCHDBTD	BHBSHBT	TBTDBPP
	Clover	2,6	CCBDBHD	BBHDBTC	TDDDSBC	SPTSCDB	TBHDBPB	PSHPDDH
