Screenshot	Center	Holes (0-5)	Link 0	Link 1	Link 2	Link 3	Link 4	Link 5	Status	Who?	Notes								This is a Dupe	Probably an Error	https://tjl.co/corridors-of-time/	Check #verifiers-rules-and-reqs first				
https://cdn.discordapp.com/attachments/667865590589030401/667878614427107328/tiger_release_final_20200118_003926.png	Diamond	2,5	SDSCPPP	TBBTCHH	DPSTCDT	PCCPPBT	HDBCHHC	PPSSCDT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/666872924967403550/667199868195831819/PS_Messages_20200115_203821.jpg?width=1202&height=677	Blank	4	SDSCPSP	CCCDBCS	SBBDCTD	BHPHDSS	BSPHSSB	TPPBTCH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667509623133044776/download_1.jpg	Blank	1,2,5	SDSPPCH	DCTBDDB	TPPSSDP	BTTTCDS	DHBDBCT	SHBBBSP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1HAv7owsS4uIKZmu8JT4LrVN8wGilAgiy/view?usp=sharing	Diamond	1,2,5	SDSPPCT	SSHBSDB	DTPHSBH	HCDSCTD	BSSSSDS	THHHPTS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667763193195659295/unknown.png	Blank	1,4	SDSSCSH	PHBTDST	BHSHHBD	CDPBBCC	BTCCDSP	CTSCBHD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/V9SOAoD	Blank	2,4,5	SDTCHHT	THPCBTB	PTTDCHB	BPCCDSS	SBBSPPB	STPHTBT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667487076723195914/667804820920598529/ca0e04f922df4d1f189181bde99754a9.png	Snake	1	SDTCSDC	SBDHPDP	HPBTDCT	CBHPHTS	BTBDPPT	BCDSBTB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667145204385579009/667263078982746122/unknown.png?width=1244&height=1140	Blank	0	SHBBBBS	CTTDTCH	DDPDSDC	CDDTTPP	CTCPPCD	STPCPCD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667471213714604048/16-01-2020_20-46-38-vceufbrz.png	Blank	1,2,4	SHBDPBD	HBDBDHT	BPDTSBS	DBHTPSS	BCHDCTD	DBDBTTD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667531115862687744/Destiny_2_Screenshot_2020.01.16_-_18.44.24.29.png	Diamond	1,2	SHBHCCB	DPCDDSS	HPSBPPT	TTPTTHH	PDPBCDD	PSSTCHC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1IBONP-8bOy9sGPTTHnd8qP0DwzH8xJaL	Diamond	0, 3	SHBPCBP	CHBHDSS	HBDDHTP	TCDTBSH	BBBBBBB	BBBBBBB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667865590589030401/667923176306769920/tiger_release_final_20200118_033521.png	Diamond	0,3	SHBPCBP	CHDHDSS	DBDDHTP	TCDTBSH	BBBBBBB	BBBBBBB	Unverified				TRUE	FALSE	FALSE	TRUE	TRUE	TRUE		Small mistake here	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/639741684019625984/666903523996336138/ri_reveal.JPG	Diamond	0,3	SHBPCBP	CHDHDSS	HBDDHTP	TCDTBSH	BBBBBBB	BBBBBBB	Unverified				TRUE	TRUE	FALSE	TRUE	TRUE	TRUE		Small mistake here	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
https://i.imgur.com/jik0NJa.jpg	Blank	5	SHBSCPD	CHCHPSH	CPHSBPT	DSHHDTS	TSSCSDP	SPSDPPP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/590317496507039748/667513360539189249/unknown.png?width=832&height=468	Blank	1,4,5	SHBSHHT	PBSBTTS	DBCPDHP	BCSHPST	BTPPDCH	BSPSHHH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/252bc1e4d2e60a9925d58de530f78cf0	Blank	0	SHBTCSB	CPPCDSB	BPSPSTT	CCBHCTP	SHHSDBS	CCCDPHT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667787665084645406/tiger_release_final_20200117_105819.png	Blank	1,4	SHBTDTC	TBSSBBH	TBDDSCC	SDCCHBC	BPHTPDH	BCPBPBC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/418962802015731732/667002201616678983/unknown.png	Plus	4	SHBTTDH	SBCBHPT	PPBBTCB	SCBTSDH	TBHCPBH	THTHSDP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.16 - 22.45.51.57.png	Hexagon	2	SHCBBPP	TCSHSCT	STBPTTS	TSDHCHS	CPSCDDC	HCHDHHB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.16 - 22.45.51.57.png	Hexagon	3	SHCBBPP	TCSHSPT	STBPTTS	TSDHCHS	CPSCDDC	HCHDHHB	Unverified				TRUE	FALSE	TRUE	TRUE	TRUE	TRUE		Small mistake here	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667777756435841025/667778487406428160/tiger_release_final_20200117_115618.png	Blank	5	SHCBHTD	CDHCDBH	PCBSSDS	CSCBTDP	SCCCHDD	BCBTBHC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667013975803953192/unknown.png	Blank	2,3,5	SHCCPCS	PPDTBBS	DSDCSDT	CDHDSSH	HPPPHSC	CSSHDSP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667869313423638539/667912855575855124/Destiny_2_Screenshot_2020.01.17_-_20.53.07.99.png	Blank	3,5	SHCHDCD	DPBTCTC	BTCDHCS	BCSSCSS	PDSCSDP	HPBHDBD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://steamuserimages-a.akamaihd.net/ugc/767235379268136144/24B83C29716668550FCD13D2162A431F9D44DFA1/	Blank	3	SHCHHHC	DHPPCDT	PSBDPBD	DCHDDTS	PHHHHSP	CPSTDHP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/764c436fd88dfb8626c59636713a9b09-png.jpg	Blank	0,1,4,5	SHCHTTH	DPPHPCP	SDSDTHC	HSCSDPS	HPCHPCC	CSTHHHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/d0dd4b040b002d7f872d7a043d5ccba8	Blank	5	SHCPBBP	SPBSTHB	DPSBHSB	PSDCDBH	PDSBSSP	TPSHHSH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667000932038344706/20200115144000_1.jpg	Blank	0	SHCPHTP	CCBDCBD	DHBSBHT	DCTSBBH	PCHHCCT	PHHHSTT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/cb4eae3705500bf73be316034366d3f3	Blank	5	SHCTDPP	BBBBBBB	BBBBBBB	PBBDBST	TTCCSTH	DBCDPBD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/Dak4cL7	Blank	3,4	SHDDBST	SPBCCDP	CSSSBCB	CCTPPTC	DSBTTPT	PPPDDDC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667521448126185512/667592867342057482/Destiny_2_Screenshot_2020.01.16_-_20.57.38.85.png?width=1202&height=677	Blank	3,5	SHDDCDD	DHPDTHP	PDTTHSC	BTCTBPS	TPSBBCP	SSHHDCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE					FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667521448126185512/667592867342057482/Destiny_2_Screenshot_2020.01.16_-_20.57.38.85.png?width=1202&height=677	Blank	3,5	SHDDCDD	DHPDTHP	PDTTHST	BTCTBPS	TPSBBCP	SSHHDCB	Unverified				TRUE	TRUE	FALSE	TRUE	TRUE	TRUE		Small mistake here	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
https://gyazo.com/b7767aad78be69d4280d7921e5e1c3a5	Blank	1,2	SHDDCPC	PPBBHSS	PSDCPSD	CTCHHTP	BPBSCBC	DTBTPDT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/850e4dc49354e471b567f9204c5c6719	Blank	4	SHDHHCB	DBBHSPP	SHTSTHC	SDBPHBD	TDSPDHC	TCPDBSP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://images-ext-2.discordapp.net/external/XiD0Y0BTVjkmxhkdbXwtc2Ey1AAsUlrP9-L3aLySYf4/https/i.gyazo.com/thumb/1200/fca30fd4a6c6e72de7168c44fbd45504-png.jpg	Blank	0,3,4	SHDPDDH	BDCPDBB	DBBTSDT	CSBTCHT	SDCHBDH	HPTSDTT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/c83891c7f23ab9db2e026925c1b67ed7	Blank	0,3,4	SHDPDDH	DBDPCBB	BDSTBTD	CSBTCHT	SDCHBDH	HPTSDTT	Unverified				TRUE	FALSE	FALSE	TRUE	TRUE	TRUE		Small mistake here	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
https://gyazo.com/8ab56b404db78f76d8759404159e13de	Diamond	4,5	SHDPSCS	TDPSBCT	BSPHCPD	TTTDBCH	DDTDTDB	PCHCCST	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20200117113734_1.jpg	Plus	3,5	SHDPTSP	SHSSDDD	PTBBBDT	THDDCDT	DHTHDCD	SPBSBHD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/225b7f419c40837a1e0f145b44573513	Blank	4	SHDSTSD	HTDBPTC	HBSTTTH	HSBPSPH	PHBTDST	PBHPDPD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 08.01.19.96.png	Blank	0,1	SHDTDPB	SBBHBPD	TDPPPTD	BCDTBBC	DDCSDDD	PBPTCCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/9S7vUmX	Diamond	4	SHHBHBT	HBDDHTC	SBDDHDS	BCHDPBB	BSPBHPD	TSBHHDT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667619517110943745/667628405809872896/Destiny_2_Screenshot_2020.01.16_-_22.03.56.46.png	Blank	1,2,4,5	SHHBHSB	TDTBDBBD	SBCSTTB	PBBPHHP	HBTBDSH	CDTDDPC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667619517110943745/667628405809872896/Destiny_2_Screenshot_2020.01.16_-_22.03.56.46.png	Blank	1,2,4,5	SHHBHSB	TDTBDBD	SBCSTTB	PBBPHHP	HBTBDSH	CDTDDPC	Unverified				TRUE	FALSE	TRUE	TRUE	TRUE	TRUE		Small mistake here	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
20200117124837_1.jpg	Clover	5	SHHDPPC	CDBTPHS	CSHBHTS	STSTBPP	CBHDTPC	HHHHHTT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.16 - 23.01.24.54.png	Snake	4	SHHTHDD	PSSHTSB	DDSHTBH	DPBBPCH	PCDDSHP	SBHCCPC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/cc9aa6ad12c67907e7564283634aad25	Blank	1,2,3,4	SHHTHSS	HBSDDCP	BPHDDPD	BBBTCTD	SBTCPTD	CTTDSPB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1CB4sTpP6Be6Sei1uxU5NseUvy3Zm2aJI/view?usp=sharing	Blank	1,5	SHPBCTT	TTCPDPC	TSTHTDP	PSHHHSB	BPBCHCH	BHCTHPT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://images-ext-1.discordapp.net/external/mx_mY3AOsP9n-1Dxko-TK6V44qh3o_qUuIs_CpHeobE/https/i.gyazo.com/thumb/1200/ef9d73bad8c941beb7518d324a03cd72-png.jpg	Blank	2,4,5	SHPCCCC	BHPPDBD	DSDSDBD	DSTHDHB	DCCBCHC	HPSTPSS	Unverified		Verify, Can just see enough of Hex on Link 4		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/0dbc12146ba9e46604c1174565431ab6	Blank	4	SHPCDBB	BBDSDTP	BSPBDHC	SHHSPBH	STDDHTD	CSBCDTH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/ca5ae6e4ecc74af33e31d1d39c0a9a82	Blank	1,3,5	SHPPCHH	BCHDHDC	BBHDCHC	CSDSBST	PBHPHTC	HHSDHBH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/666873697763590144/667365687513186345/tiger_release_final_20200116_135907.png?width=618&height=468	Blank	0,1,2,4	SHPPDHP	SCCTTHB	SHHPCSD	HCSTHSH	BPCCHTCT	CDCCDB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/10f934231fd6058f10a5e439b90204d6	Blank	1,2,3	SHPSCPP	CDBBDPC	DBTDTBD	TDPPHDD	SDBTBCS	DBDPDCH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/370500694572269568/667909797584044052/Destiny_2_17_01_2020_20_54_41.png	Blank	3,5	SHPTCSB	DPHCSHB	PHPBHDT	PDDTSBD	TPCPDHT	TTHBPCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/b49727893d9b235c5dd27f4292dcd896	Blank	2	SHSCDCT	HHTPHDT	HPCCHCB	CSSSBCB	CCCPTDH	PTCPSDH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667596530798166017/667597436985802752/tiger_release_final_20200116_220717.png?width=1202&height=677	Snake	0,4	SHSCTDT	SSBPCBC	HSDSPDB	CCSTPBP	SPPDDBH	BSCBDBH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/027f7037fb7e953de29ec53615307e93	Blank	1,2	SHSDPCB	BTCPCTD	TPCBTPH	DHSDBBP	HCSHBHB	HCDDHPD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/NbDEK1n	Blank	1,2	SHSDPCB	BTCPCTD	TPCBTPH	DHSDBBP	PCSHBHB	HCDDHPD	Unverified				TRUE	TRUE	TRUE	TRUE	FALSE	TRUE		Small mistake here	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
https://gyazo.com/abbb6a3883f30122e758b5b5da032e11	Blank	0	SHSDTBD	HTPTHHB	PTTTDBT	TDTTBBT	TTTPBBH	CSTHTHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/ab73d8ef027f1701c928927734e9e390	Blank	0	SHSDTBD	HTPTHHB	PTTTDBT	TDTTBTB	TTTPBBH	CSTHTHS	Unverified				TRUE	TRUE	TRUE	FALSE	TRUE	TRUE		Small mistake here	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
https://media.discordapp.net/attachments/667521448126185512/667590431629901844/Destiny_2_Screenshot_2020.01.16_-_20.51.04.38.png?width=1202&height=677	Blank	2,5	SHSHCDP	SDSBTHD	BSPBCHB	DDSSSTB	TCSBCPT	BTHHPST	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667487076723195914/667770253484228639/fc533001ad3296d61d207e24c3acd52e.png	Blank	2,4	SHSHHDB	PPHBCBB	CBTTSDS	BDHSDBD	PCPBDTD	PTPSPCP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/557136242853019670/667001402874265602/aciditylip_warlock_2.png	Blank	3,5	SHTTBTH	DBPTCPS	SBHHBPC	CDPSHSD	CTCDBBP	BPCHPCH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1IkeYcEk8mufm3vTgn0-DzOW7fBa9bi7N	Hexagon	3,5	SPBBSCC	TPSSPDH	DDBDPPH	SBSSBCS	CDTCSCS	PBDDDPP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20200117130323_1.jpg	Blank	2,5	SPBBTCB	SSPCCDD	BSPDPSB	CPSCTTB	PBDCTST	BDTPTBP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/510099497766879232/667282065879859222/titan_2.png	Blank	0,1,3	SPBCPDD	PSPTSCC	DHTPSPS	TSHDDPP	HPSPTHC	THCSTBD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 03.24.44.12.png	Blank	1,3	SPBDSBB	HHTHHCH	TCBPTSB	TSDBCDS	CSPBSDT	THDCBPC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/edd01fa6afe3c688e7f46d6734b27d7c	Blank	4	SPBHHCD	CPHHHBT	HSCPSHC	CPCDHDS	STHPTTS	BTTDPHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667916948298006528/tiger_release_final_20200117_193709.png	Blank	4	SPBPHTH	BTCHCSB	BHDHPTB	BBBHDTD	TTSCBTD	HDBPHHC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667849167728541706/667850067755139088/tiger_release_final_20200116_214535.png	Blank	0,4	SPBPTHP	HTHCCPD	BBCDPHC	HSHDBPS	PCDCSPB	CPSSBDB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1GfypcZWyi4mfiWcQR59tRWOmsFPc1sxe/view?usp=sharing	Blank	1,2	SPBSHBT	CSPDSBB	DCDSTPC	SPCPCCP	STPCDHS	DCCPDCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667916669628317716/tiger_release_final_20200117_205046.png	Blank	4	SPCCSSB	DHTDSDP	HSBSBST	THCCPPH	DDCSDDC	DBSPDHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667849167728541706/667872552072380456/Destiny_2_Screenshot_2020.png	Blank	1,4	SPCPBSB	DBBHCPB	CPPDDBB	DPTSBBB	BSBSTTS	PDDPPCH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	#REF!	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/370500694572269568/667911319378329620/unknown.png	Blank	1,4	SPDCBBH	CCDBDBP	SBSHDHB	PPPTSCP	CPBBDST	PTHCDHD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	#REF!	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667889895288864777/tiger_release_final_20200117_180433.png	Blank	2,4	SPHSSDB	PHSCHDT	PPPTSBP	PPTPPBT	PSSSHBB	BHSHDDD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1hyJNz8-LbqP_ZQHwXs3SKNiXmXx530nE/view?usp=sharing	Blank	1,2,4	SPPHPCB	SDCCTCC	SOCCDDD	TDDDBPC	PPBTBBP	CHBSHSC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/EhSO5Tt.jpg	Blank	2,5	SPPPHBH	PDPBCDD	DPTPTDD	PPHSDCC	THCTSDT	BTCHBDP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667057378281390110/tiger_release_final_20200115_120237.png	Clover	0,2	SPPSHBP	HPTPTDD	CCDHSSHB	TSTHSDH	SPBBHTB	PTSPSBP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667248784392323072/Kildar88_titan_1250am_eastern.png	Blank	3	SPSHPSP	BCPTBPC	SCCPHCP	SDBTSBB	TDCTTTB	HHCPBTP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666871092014743573/666893527841767444/unknown.png	Plus	0,2	SPSSCPC	BPSCSPH	SHSPSTB	BPCBPPS	BBBBBBB	BBBBBBB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1u_7wzYDdjLeUlqar9hTyJznBM9AAUfr0	Clover	0	SPSSHPH	TSSTSSP	CPSTCBC	DSSSDCP	DHTPHTP	CPCBDTH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20200117132717_1.jpg	Blank	0,5	SPSTCCB	BSTPPTT	DCPTCSS	DHCCPSD	PPSSHBS	DCDBPSB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667889908890861588/tiger_release_final_20200117_174750.png	Blank	2,4,5	SPTDCPT	TBTHDDD	BCTCHCS	HSTHBDD	PTHDCBB	CBCPBGP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/498151340862603279/667796434992496659/unknown.png?width=1442&height=464	Plus	0,3,4	SPTSPPP	BBBBBBB	BBBBBBB	CPSCHPD	BPTPTPH	PHPTSTP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667191413301313559/image0.png	Blank	2	SPTSSDS	BCPCSTD	BPPPTHD	TTSTHDT	BBBPTPB	PSDCDDT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667849167728541706/667850115645440080/tiger_release_final_20200116_215118.png	Blank	3,5	SSBCCHC	SHDCPSP	TCHDBHD	HTTPCBP	CSTPHCC	TPCTCBT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
20200117094844_1.jpg	Blank	0,3,5	SSBCPST	PTHBCDT	TBBHTSB	PCCBSCB	CCHDPTT	HDSDTTB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
